,y
36467,no
36468,no
36469,no
36470,no
36471,no
36472,no
36473,no
36474,no
36475,no
36476,no
36477,no
36478,no
36479,no
36480,no
36481,no
36482,no
36483,no
36484,no
36485,no
36486,no
36487,no
36488,no
36489,no
36490,no
36491,no
36492,no
36493,no
36494,no
36495,no
36496,no
36497,no
36498,no
36499,no
36500,no
36501,no
36502,no
36503,no
36504,no
36505,no
36506,no
36507,no
36508,no
36509,no
36510,no
36511,no
36512,no
36513,no
36514,yes
36515,no
36516,yes
36517,no
36518,no
36519,no
36520,no
36521,no
36522,no
36523,no
36524,no
36525,no
36526,no
36527,no
36528,no
36529,no
36530,no
36531,no
36532,no
36533,no
36534,no
36535,no
36536,yes
36537,no
36538,yes
36539,no
36540,no
36541,no
36542,no
36543,no
36544,no
36545,no
36546,no
36547,no
36548,no
36549,no
36550,no
36551,no
36552,no
36553,no
36554,no
36555,no
36556,no
36557,yes
36558,no
36559,yes
36560,no
36561,no
36562,yes
36563,no
36564,no
36565,no
36566,no
36567,no
36568,no
36569,no
36570,no
36571,no
36572,no
36573,no
36574,no
36575,yes
36576,no
36577,no
36578,no
36579,no
36580,no
36581,no
36582,no
36583,yes
36584,no
36585,no
36586,no
36587,no
36588,no
36589,no
36590,no
36591,no
36592,no
36593,no
36594,no
36595,yes
36596,no
36597,no
36598,no
36599,yes
36600,no
36601,yes
36602,no
36603,no
36604,no
36605,no
36606,no
36607,no
36608,no
36609,yes
36610,no
36611,no
36612,no
36613,no
36614,no
36615,no
36616,no
36617,yes
36618,no
36619,no
36620,no
36621,no
36622,no
36623,no
36624,no
36625,no
36626,no
36627,no
36628,no
36629,no
36630,no
36631,no
36632,no
36633,no
36634,no
36635,no
36636,no
36637,no
36638,no
36639,no
36640,no
36641,no
36642,no
36643,no
36644,no
36645,no
36646,no
36647,no
36648,no
36649,no
36650,no
36651,no
36652,no
36653,no
36654,yes
36655,no
36656,no
36657,no
36658,no
36659,no
36660,no
36661,no
36662,no
36663,no
36664,no
36665,no
36666,no
36667,no
36668,no
36669,no
36670,yes
36671,no
36672,no
36673,no
36674,no
36675,no
36676,no
36677,no
36678,yes
36679,no
36680,no
36681,no
36682,no
36683,no
36684,no
36685,no
36686,no
36687,no
36688,no
36689,no
36690,no
36691,no
36692,yes
36693,no
36694,no
36695,no
36696,no
36697,no
36698,no
36699,no
36700,no
36701,no
36702,no
36703,no
36704,no
36705,no
36706,no
36707,no
36708,no
36709,no
36710,no
36711,no
36712,no
36713,no
36714,yes
36715,no
36716,no
36717,no
36718,no
36719,no
36720,no
36721,no
36722,no
36723,no
36724,no
36725,no
36726,yes
36727,no
36728,no
36729,no
36730,no
36731,yes
36732,no
36733,no
36734,no
36735,no
36736,no
36737,no
36738,no
36739,no
36740,no
36741,no
36742,no
36743,no
36744,no
36745,no
36746,no
36747,no
36748,no
36749,no
36750,no
36751,no
36752,yes
36753,no
36754,no
36755,no
36756,yes
36757,no
36758,no
36759,no
36760,no
36761,no
36762,no
36763,no
36764,no
36765,no
36766,no
36767,yes
36768,no
36769,no
36770,no
36771,no
36772,no
36773,no
36774,no
36775,no
36776,no
36777,no
36778,no
36779,no
36780,no
36781,no
36782,no
36783,no
36784,no
36785,yes
36786,no
36787,no
36788,no
36789,no
36790,no
36791,no
36792,yes
36793,no
36794,no
36795,no
36796,no
36797,no
36798,no
36799,no
36800,no
36801,yes
36802,no
36803,no
36804,yes
36805,no
36806,no
36807,no
36808,no
36809,yes
36810,no
36811,no
36812,no
36813,no
36814,no
36815,no
36816,no
36817,no
36818,no
36819,yes
36820,no
36821,no
36822,no
36823,no
36824,no
36825,no
36826,no
36827,no
36828,no
36829,yes
36830,no
36831,no
36832,no
36833,no
36834,yes
36835,no
36836,no
36837,no
36838,no
36839,no
36840,no
36841,no
36842,no
36843,no
36844,yes
36845,yes
36846,no
36847,no
36848,no
36849,no
36850,no
36851,no
36852,no
36853,no
36854,no
36855,yes
36856,no
36857,no
36858,no
36859,no
36860,no
36861,no
36862,no
36863,yes
36864,no
36865,yes
36866,no
36867,no
36868,no
36869,no
36870,no
36871,yes
36872,no
36873,yes
36874,no
36875,no
36876,no
36877,no
36878,no
36879,no
36880,no
36881,no
36882,no
36883,no
36884,no
36885,no
36886,no
36887,no
36888,no
36889,yes
36890,no
36891,no
36892,no
36893,no
36894,no
36895,no
36896,no
36897,no
36898,no
36899,no
36900,no
36901,no
36902,no
36903,no
36904,no
36905,no
36906,no
36907,yes
36908,no
36909,no
36910,no
36911,no
36912,no
36913,no
36914,no
36915,no
36916,no
36917,no
36918,no
36919,no
36920,no
36921,no
36922,yes
36923,no
36924,no
36925,no
36926,no
36927,no
36928,no
36929,no
36930,no
36931,no
36932,no
36933,no
36934,no
36935,no
36936,no
36937,no
36938,no
36939,no
36940,no
36941,no
36942,no
36943,no
36944,no
36945,no
36946,no
36947,no
36948,no
36949,no
36950,no
36951,no
36952,no
36953,no
36954,no
36955,no
36956,no
36957,no
36958,no
36959,no
36960,no
36961,no
36962,no
36963,no
36964,no
36965,no
36966,no
36967,no
36968,no
36969,no
36970,no
36971,no
36972,no
36973,no
36974,yes
36975,no
36976,no
36977,no
36978,no
36979,no
36980,no
36981,no
36982,no
36983,no
36984,no
36985,yes
36986,no
36987,no
36988,no
36989,no
36990,no
36991,no
36992,no
36993,no
36994,no
36995,no
36996,no
36997,no
36998,no
36999,no
37000,no
37001,no
37002,no
37003,no
37004,no
37005,no
37006,no
37007,no
37008,no
37009,no
37010,no
37011,no
37012,no
37013,no
37014,no
37015,no
37016,no
37017,yes
37018,no
37019,no
37020,yes
37021,no
37022,no
37023,no
37024,no
37025,no
37026,no
37027,no
37028,no
37029,no
37030,no
37031,no
37032,no
37033,no
37034,no
37035,no
37036,no
37037,no
37038,no
37039,no
37040,no
37041,no
37042,no
37043,no
37044,no
37045,no
37046,no
37047,yes
37048,no
37049,no
37050,no
37051,no
37052,no
37053,no
37054,no
37055,yes
37056,no
37057,no
37058,no
37059,no
37060,no
37061,no
37062,no
37063,no
37064,no
37065,no
37066,no
37067,no
37068,no
37069,yes
37070,no
37071,no
37072,no
37073,no
37074,no
37075,no
37076,no
37077,no
37078,no
37079,no
37080,yes
37081,no
37082,no
37083,no
37084,no
37085,no
37086,no
37087,no
37088,no
37089,no
37090,no
37091,no
37092,no
37093,yes
37094,no
37095,yes
37096,no
37097,no
37098,no
37099,yes
37100,no
37101,no
37102,no
37103,no
37104,no
37105,no
37106,yes
37107,yes
37108,no
37109,no
37110,no
37111,no
37112,no
37113,yes
37114,no
37115,no
37116,no
37117,yes
37118,no
37119,no
37120,no
37121,no
37122,no
37123,yes
37124,no
37125,no
37126,no
37127,no
37128,no
37129,no
37130,no
37131,no
37132,no
37133,yes
37134,no
37135,no
37136,no
37137,no
37138,no
37139,no
37140,yes
37141,no
37142,yes
37143,no
37144,no
37145,no
37146,no
37147,no
37148,no
37149,no
37150,no
37151,no
37152,no
37153,no
37154,no
37155,no
37156,no
37157,no
37158,yes
37159,no
37160,no
37161,no
37162,no
37163,no
37164,no
37165,no
37166,no
37167,no
37168,no
37169,no
37170,no
37171,no
37172,yes
37173,no
37174,no
37175,no
37176,no
37177,no
37178,no
37179,no
37180,no
37181,no
37182,no
37183,no
37184,yes
37185,no
37186,no
37187,no
37188,no
37189,no
37190,yes
37191,no
37192,no
37193,no
37194,no
37195,no
37196,no
37197,no
37198,no
37199,no
37200,no
37201,no
37202,no
37203,no
37204,no
37205,no
37206,no
37207,no
37208,no
37209,no
37210,no
37211,no
37212,no
37213,no
37214,no
37215,no
37216,no
37217,no
37218,no
37219,no
37220,no
37221,no
37222,no
37223,no
37224,no
37225,no
37226,no
37227,no
37228,no
37229,no
37230,no
37231,no
37232,yes
37233,no
37234,no
37235,no
37236,no
37237,no
37238,no
37239,no
37240,no
37241,no
37242,yes
37243,no
37244,no
37245,no
37246,no
37247,yes
37248,no
37249,no
37250,yes
37251,no
37252,no
37253,no
37254,no
37255,no
37256,no
37257,no
37258,no
37259,no
37260,yes
37261,no
37262,no
37263,no
37264,no
37265,no
37266,no
37267,no
37268,no
37269,no
37270,no
37271,no
37272,yes
37273,no
37274,no
37275,no
37276,no
37277,no
37278,no
37279,no
37280,no
37281,no
37282,no
37283,no
37284,no
37285,no
37286,no
37287,no
37288,no
37289,no
37290,no
37291,no
37292,no
37293,no
37294,no
37295,no
37296,no
37297,no
37298,no
37299,no
37300,no
37301,no
37302,no
37303,no
37304,yes
37305,no
37306,no
37307,no
37308,no
37309,yes
37310,no
37311,no
37312,no
37313,no
37314,no
37315,no
37316,yes
37317,no
37318,no
37319,no
37320,no
37321,no
37322,no
37323,no
37324,no
37325,no
37326,no
37327,no
37328,yes
37329,no
37330,yes
37331,no
37332,no
37333,no
37334,no
37335,no
37336,yes
37337,no
37338,no
37339,no
37340,no
37341,no
37342,no
37343,no
37344,no
37345,no
37346,no
37347,no
37348,no
37349,yes
37350,no
37351,no
37352,no
37353,no
37354,no
37355,no
37356,no
37357,yes
37358,no
37359,no
37360,no
37361,no
37362,no
37363,no
37364,no
37365,yes
37366,no
37367,no
37368,no
37369,no
37370,no
37371,yes
37372,no
37373,no
37374,no
37375,no
37376,no
37377,yes
37378,no
37379,no
37380,no
37381,no
37382,no
37383,no
37384,no
37385,no
37386,no
37387,no
37388,no
37389,no
37390,yes
37391,no
37392,no
37393,no
37394,no
37395,yes
37396,no
37397,no
37398,no
37399,no
37400,no
37401,no
37402,no
37403,no
37404,no
37405,no
37406,no
37407,no
37408,no
37409,no
37410,yes
37411,no
37412,no
37413,no
37414,no
37415,yes
37416,no
37417,no
37418,no
37419,no
37420,no
37421,no
37422,no
37423,no
37424,no
37425,no
37426,no
37427,no
37428,no
37429,no
37430,no
37431,no
37432,no
37433,no
37434,no
37435,no
37436,no
37437,no
37438,no
37439,no
37440,yes
37441,no
37442,no
37443,no
37444,no
37445,no
37446,no
37447,no
37448,no
37449,no
37450,no
37451,no
37452,no
37453,no
37454,no
37455,no
37456,no
37457,yes
37458,no
37459,no
37460,no
37461,no
37462,no
37463,no
37464,no
37465,no
37466,no
37467,no
37468,no
37469,no
37470,no
37471,no
37472,no
37473,no
37474,no
37475,no
37476,no
37477,no
37478,yes
37479,no
37480,no
37481,no
37482,no
37483,no
37484,no
37485,no
37486,no
37487,no
37488,no
37489,no
37490,no
37491,no
37492,no
37493,no
37494,no
37495,no
37496,no
37497,no
37498,no
37499,no
37500,no
37501,no
37502,no
37503,no
37504,no
37505,no
37506,yes
37507,no
37508,no
37509,no
37510,no
37511,yes
37512,yes
37513,no
37514,yes
37515,no
37516,no
37517,no
37518,yes
37519,no
37520,no
37521,no
37522,no
37523,no
37524,no
37525,no
37526,no
37527,no
37528,no
37529,no
37530,no
37531,no
37532,no
37533,no
37534,no
37535,no
37536,no
37537,no
37538,no
37539,no
37540,no
37541,no
37542,no
37543,no
37544,no
37545,no
37546,no
37547,no
37548,no
37549,no
37550,no
37551,no
37552,no
37553,no
37554,no
37555,no
37556,no
37557,no
37558,no
37559,no
37560,no
37561,no
37562,no
37563,no
37564,no
37565,no
37566,no
37567,no
37568,no
37569,no
37570,no
37571,no
37572,no
37573,no
37574,yes
37575,no
37576,no
37577,no
37578,no
37579,no
37580,yes
37581,no
37582,no
37583,no
37584,yes
37585,no
37586,no
37587,no
37588,no
37589,no
37590,no
37591,no
37592,no
37593,no
37594,no
37595,no
37596,yes
37597,no
37598,no
37599,no
37600,no
37601,no
37602,no
37603,no
37604,no
37605,no
37606,no
37607,no
37608,no
37609,no
37610,no
37611,yes
37612,no
37613,no
37614,no
37615,no
37616,no
37617,no
37618,no
37619,no
37620,no
37621,no
37622,yes
37623,yes
37624,no
37625,no
37626,no
37627,no
37628,no
37629,no
37630,no
37631,no
37632,no
37633,no
37634,no
37635,no
37636,no
37637,no
37638,no
37639,no
37640,no
37641,no
37642,no
37643,no
37644,no
37645,no
37646,no
37647,no
37648,no
37649,no
37650,no
37651,yes
37652,no
37653,no
37654,no
37655,no
37656,no
37657,no
37658,no
37659,no
37660,no
37661,no
37662,no
37663,yes
37664,no
37665,no
37666,no
37667,yes
37668,yes
37669,no
37670,no
37671,no
37672,no
37673,yes
37674,no
37675,no
37676,no
37677,no
37678,no
37679,no
37680,no
37681,yes
37682,no
37683,no
37684,no
37685,no
37686,no
37687,yes
37688,no
37689,no
37690,yes
37691,no
37692,yes
37693,no
37694,no
37695,no
37696,no
37697,no
37698,no
37699,no
37700,no
37701,no
37702,no
37703,no
37704,no
37705,no
37706,yes
37707,no
37708,no
37709,no
37710,yes
37711,yes
37712,no
37713,no
37714,yes
37715,no
37716,no
37717,no
37718,no
37719,no
37720,no
37721,no
37722,no
37723,no
37724,no
37725,no
37726,no
37727,no
37728,no
37729,no
37730,no
37731,no
37732,no
37733,no
37734,no
37735,yes
37736,no
37737,no
37738,no
37739,no
37740,no
37741,no
37742,no
37743,no
37744,no
37745,no
37746,no
37747,yes
37748,no
37749,no
37750,no
37751,yes
37752,no
37753,no
37754,no
37755,no
37756,yes
37757,no
37758,no
37759,no
37760,no
37761,no
37762,no
37763,no
37764,no
37765,no
37766,no
37767,no
37768,no
37769,no
37770,no
37771,no
37772,no
37773,no
37774,no
37775,no
37776,no
37777,no
37778,no
37779,no
37780,yes
37781,no
37782,no
37783,no
37784,no
37785,no
37786,no
37787,no
37788,yes
37789,no
37790,no
37791,no
37792,no
37793,no
37794,no
37795,no
37796,no
37797,no
37798,no
37799,no
37800,no
37801,no
37802,no
37803,no
37804,no
37805,no
37806,yes
37807,no
37808,no
37809,no
37810,no
37811,yes
37812,no
37813,no
37814,no
37815,no
37816,no
37817,yes
37818,no
37819,no
37820,no
37821,no
37822,no
37823,no
37824,no
37825,no
37826,no
37827,no
37828,no
37829,no
37830,no
37831,no
37832,no
37833,no
37834,no
37835,no
37836,no
37837,no
37838,no
37839,no
37840,no
37841,no
37842,no
37843,no
37844,no
37845,no
37846,no
37847,no
37848,no
37849,no
37850,no
37851,no
37852,no
37853,no
37854,no
37855,no
37856,no
37857,no
37858,no
37859,no
37860,no
37861,no
37862,no
37863,no
37864,no
37865,no
37866,no
37867,no
37868,no
37869,no
37870,yes
37871,no
37872,no
37873,yes
37874,no
37875,no
37876,yes
37877,no
37878,no
37879,no
37880,no
37881,no
37882,no
37883,no
37884,no
37885,no
37886,yes
37887,yes
37888,no
37889,no
37890,no
37891,no
37892,no
37893,no
37894,no
37895,no
37896,yes
37897,no
37898,no
37899,no
37900,no
37901,no
37902,no
37903,no
37904,no
37905,no
37906,no
37907,no
37908,no
37909,no
37910,no
37911,no
37912,no
37913,no
37914,no
37915,no
37916,no
37917,no
37918,no
37919,yes
37920,no
37921,no
37922,no
37923,no
37924,yes
37925,no
37926,no
37927,no
37928,no
37929,no
37930,no
37931,no
37932,no
37933,no
37934,no
37935,no
37936,no
37937,no
37938,no
37939,no
37940,yes
37941,no
37942,no
37943,no
37944,no
37945,no
37946,no
37947,no
37948,no
37949,yes
37950,no
37951,no
37952,no
37953,no
37954,no
37955,no
37956,no
37957,no
37958,no
37959,no
37960,no
37961,no
37962,no
37963,no
37964,no
37965,no
37966,no
37967,no
37968,no
37969,no
37970,no
37971,no
37972,no
37973,no
37974,no
37975,no
37976,no
37977,no
37978,no
37979,no
37980,no
37981,no
37982,no
37983,no
37984,no
37985,no
37986,no
37987,no
37988,no
37989,no
37990,yes
37991,no
37992,no
37993,yes
37994,no
37995,no
37996,no
37997,no
37998,no
37999,no
38000,no
38001,no
38002,no
38003,no
38004,no
38005,yes
38006,yes
38007,no
38008,no
38009,no
38010,no
38011,yes
38012,yes
38013,no
38014,no
38015,no
38016,no
38017,no
38018,no
38019,no
38020,no
38021,no
38022,no
38023,no
38024,no
38025,no
38026,no
38027,no
38028,no
38029,no
38030,no
38031,no
38032,no
38033,no
38034,no
38035,no
38036,no
38037,no
38038,no
38039,no
38040,no
38041,no
38042,no
38043,no
38044,no
38045,no
38046,yes
38047,no
38048,no
38049,no
38050,no
38051,no
38052,no
38053,no
38054,no
38055,no
38056,no
38057,no
38058,no
38059,no
38060,no
38061,no
38062,no
38063,no
38064,no
38065,no
38066,no
38067,no
38068,no
38069,no
38070,no
38071,no
38072,no
38073,no
38074,no
38075,no
38076,no
38077,no
38078,no
38079,no
38080,no
38081,no
38082,no
38083,no
38084,no
38085,no
38086,no
38087,no
38088,no
38089,yes
38090,no
38091,no
38092,no
38093,no
38094,no
38095,no
38096,no
38097,no
38098,no
38099,yes
38100,no
38101,no
38102,no
38103,yes
38104,no
38105,no
38106,no
38107,no
38108,no
38109,no
38110,no
38111,no
38112,no
38113,no
38114,no
38115,yes
38116,yes
38117,no
38118,no
38119,no
38120,no
38121,no
38122,no
38123,no
38124,no
38125,no
38126,no
38127,no
38128,no
38129,no
38130,no
38131,no
38132,no
38133,no
38134,no
38135,no
38136,no
38137,no
38138,no
38139,no
38140,no
38141,no
38142,yes
38143,no
38144,no
38145,no
38146,no
38147,no
38148,no
38149,no
38150,no
38151,no
38152,yes
38153,no
38154,no
38155,yes
38156,yes
38157,no
38158,no
38159,no
38160,no
38161,no
38162,no
38163,no
38164,no
38165,no
38166,yes
38167,no
38168,no
38169,no
38170,yes
38171,no
38172,no
38173,no
38174,no
38175,no
38176,no
38177,no
38178,no
38179,no
38180,yes
38181,no
38182,no
38183,no
38184,no
38185,no
38186,no
38187,no
38188,no
38189,no
38190,no
38191,no
38192,no
38193,no
38194,no
38195,no
38196,no
38197,no
38198,no
38199,no
38200,no
38201,no
38202,no
38203,no
38204,no
38205,no
38206,no
38207,no
38208,no
38209,no
38210,no
38211,no
38212,no
38213,no
38214,no
38215,no
38216,no
38217,no
38218,no
38219,no
38220,no
38221,no
38222,no
38223,no
38224,no
38225,no
38226,no
38227,no
38228,no
38229,yes
38230,no
38231,no
38232,no
38233,no
38234,no
38235,no
38236,no
38237,yes
38238,no
38239,no
38240,no
38241,no
38242,no
38243,yes
38244,no
38245,no
38246,no
38247,no
38248,yes
38249,no
38250,no
38251,no
38252,no
38253,no
38254,no
38255,no
38256,no
38257,no
38258,no
38259,no
38260,no
38261,no
38262,yes
38263,no
38264,no
38265,no
38266,no
38267,no
38268,no
38269,no
38270,no
38271,yes
38272,no
38273,no
38274,no
38275,no
38276,no
38277,no
38278,no
38279,no
38280,yes
38281,no
38282,no
38283,no
38284,no
38285,no
38286,yes
38287,no
38288,no
38289,yes
38290,no
38291,no
38292,no
38293,no
38294,no
38295,no
38296,no
38297,no
38298,no
38299,no
38300,yes
38301,no
38302,no
38303,no
38304,no
38305,no
38306,no
38307,no
38308,no
38309,no
38310,no
38311,yes
38312,no
38313,no
38314,no
38315,no
38316,yes
38317,no
38318,no
38319,no
38320,no
38321,no
38322,no
38323,no
38324,no
38325,no
38326,yes
38327,no
38328,no
38329,no
38330,no
38331,no
38332,no
38333,no
38334,no
38335,no
38336,no
38337,no
38338,no
38339,no
38340,no
38341,no
38342,no
38343,no
38344,no
38345,no
38346,no
38347,no
38348,no
38349,no
38350,no
38351,no
38352,no
38353,no
38354,no
38355,no
38356,no
38357,no
38358,no
38359,no
38360,no
38361,no
38362,no
38363,yes
38364,no
38365,no
38366,no
38367,yes
38368,no
38369,no
38370,no
38371,no
38372,no
38373,no
38374,no
38375,no
38376,no
38377,no
38378,yes
38379,yes
38380,no
38381,no
38382,no
38383,no
38384,no
38385,no
38386,no
38387,no
38388,no
38389,no
38390,no
38391,no
38392,yes
38393,no
38394,yes
38395,no
38396,no
38397,no
38398,no
38399,no
38400,no
38401,no
38402,no
38403,no
38404,no
38405,no
38406,no
38407,no
38408,no
38409,yes
38410,no
38411,no
38412,no
38413,no
38414,no
38415,no
38416,no
38417,yes
38418,yes
38419,no
38420,no
38421,no
38422,no
38423,no
38424,no
38425,no
38426,no
38427,no
38428,yes
38429,no
38430,no
38431,no
38432,no
38433,no
38434,yes
38435,no
38436,no
38437,no
38438,no
38439,no
38440,no
38441,no
38442,no
38443,no
38444,no
38445,no
38446,no
38447,no
38448,no
38449,yes
38450,no
38451,no
38452,no
38453,no
38454,no
38455,no
38456,no
38457,no
38458,no
38459,no
38460,no
38461,no
38462,no
38463,yes
38464,yes
38465,no
38466,no
38467,no
38468,yes
38469,no
38470,no
38471,no
38472,no
38473,no
38474,no
38475,no
38476,no
38477,yes
38478,no
38479,no
38480,no
38481,no
38482,no
38483,yes
38484,no
38485,no
38486,no
38487,no
38488,no
38489,no
38490,no
38491,yes
38492,yes
38493,no
38494,yes
38495,no
38496,no
38497,yes
38498,no
38499,no
38500,no
38501,yes
38502,no
38503,no
38504,no
38505,no
38506,no
38507,no
38508,no
38509,no
38510,no
38511,no
38512,no
38513,no
38514,no
38515,no
38516,no
38517,no
38518,no
38519,no
38520,no
38521,no
38522,yes
38523,no
38524,no
38525,no
38526,no
38527,yes
38528,no
38529,no
38530,no
38531,no
38532,no
38533,no
38534,yes
38535,no
38536,no
38537,no
38538,no
38539,no
38540,no
38541,no
38542,no
38543,no
38544,yes
38545,yes
38546,no
38547,no
38548,no
38549,no
38550,no
38551,no
38552,no
38553,no
38554,no
38555,no
38556,yes
38557,no
38558,no
38559,no
38560,no
38561,yes
38562,no
38563,no
38564,no
38565,no
38566,no
38567,no
38568,no
38569,yes
38570,no
38571,no
38572,no
38573,no
38574,no
38575,no
38576,no
38577,no
38578,no
38579,no
38580,no
38581,no
38582,no
38583,no
38584,no
38585,no
38586,no
38587,no
38588,no
38589,no
38590,no
38591,no
38592,no
38593,no
38594,no
38595,no
38596,no
38597,no
38598,no
38599,no
38600,no
38601,no
38602,no
38603,no
38604,no
38605,no
38606,no
38607,no
38608,no
38609,no
38610,no
38611,no
38612,no
38613,no
38614,no
38615,no
38616,no
38617,no
38618,no
38619,no
38620,no
38621,no
38622,no
38623,no
38624,no
38625,no
38626,no
38627,no
38628,yes
38629,no
38630,no
38631,no
38632,no
38633,no
38634,no
38635,no
38636,no
38637,yes
38638,no
38639,no
38640,no
38641,no
38642,no
38643,no
38644,no
38645,no
38646,no
38647,no
38648,no
38649,no
38650,no
38651,no
38652,no
38653,yes
38654,no
38655,no
38656,no
38657,no
38658,no
38659,no
38660,no
38661,no
38662,no
38663,no
38664,no
38665,no
38666,no
38667,no
38668,yes
38669,no
38670,no
38671,no
38672,no
38673,no
38674,no
38675,no
38676,no
38677,no
38678,no
38679,no
38680,no
38681,no
38682,no
38683,no
38684,no
38685,no
38686,no
38687,no
38688,no
38689,no
38690,yes
38691,no
38692,no
38693,no
38694,yes
38695,no
38696,no
38697,yes
38698,no
38699,no
38700,no
38701,no
38702,no
38703,no
38704,no
38705,no
38706,no
38707,no
38708,no
38709,no
38710,no
38711,no
38712,yes
38713,no
38714,no
38715,no
38716,no
38717,no
38718,no
38719,no
38720,no
38721,no
38722,no
38723,no
38724,no
38725,yes
38726,no
38727,no
38728,yes
38729,no
38730,no
38731,no
38732,yes
38733,no
38734,no
38735,no
38736,no
38737,no
38738,no
38739,no
38740,no
38741,no
38742,no
38743,no
38744,no
38745,yes
38746,no
38747,no
38748,no
38749,no
38750,no
38751,no
38752,yes
38753,no
38754,no
38755,no
38756,no
38757,no
38758,no
38759,yes
38760,no
38761,no
38762,no
38763,no
38764,no
38765,yes
38766,no
38767,no
38768,no
38769,yes
38770,no
38771,no
38772,no
38773,no
38774,no
38775,no
38776,no
38777,no
38778,no
38779,no
38780,no
38781,no
38782,no
38783,no
38784,no
38785,no
38786,no
38787,no
38788,no
38789,no
38790,no
38791,no
38792,no
38793,no
38794,no
38795,no
38796,no
38797,no
38798,no
38799,no
38800,no
38801,no
38802,no
38803,no
38804,no
38805,no
38806,no
38807,no
38808,no
38809,no
38810,no
38811,no
38812,no
38813,no
38814,yes
38815,no
38816,no
38817,no
38818,no
38819,no
38820,no
38821,no
38822,no
38823,no
38824,no
38825,no
38826,no
38827,no
38828,no
38829,no
38830,no
38831,no
38832,no
38833,no
38834,no
38835,no
38836,no
38837,no
38838,no
38839,no
38840,no
38841,no
38842,no
38843,no
38844,yes
38845,no
38846,no
38847,no
38848,no
38849,no
38850,no
38851,no
38852,no
38853,no
38854,no
38855,yes
38856,no
38857,no
38858,no
38859,no
38860,no
38861,no
38862,no
38863,no
38864,no
38865,no
38866,no
38867,no
38868,no
38869,yes
38870,no
38871,no
38872,no
38873,no
38874,no
38875,no
38876,no
38877,no
38878,no
38879,no
38880,no
38881,no
38882,no
38883,no
38884,no
38885,no
38886,no
38887,no
38888,no
38889,yes
38890,no
38891,no
38892,no
38893,no
38894,no
38895,no
38896,no
38897,no
38898,no
38899,no
38900,no
38901,no
38902,no
38903,no
38904,no
38905,no
38906,no
38907,no
38908,no
38909,no
38910,no
38911,no
38912,yes
38913,no
38914,no
38915,no
38916,no
38917,no
38918,no
38919,no
38920,no
38921,yes
38922,yes
38923,no
38924,no
38925,no
38926,yes
38927,yes
38928,yes
38929,no
38930,no
38931,no
38932,no
38933,no
38934,yes
38935,no
38936,no
38937,no
38938,no
38939,no
38940,no
38941,no
38942,no
38943,no
38944,no
38945,no
38946,no
38947,no
38948,no
38949,yes
38950,no
38951,no
38952,no
38953,no
38954,no
38955,yes
38956,no
38957,no
38958,no
38959,no
38960,yes
38961,no
38962,no
38963,no
38964,no
38965,no
38966,no
38967,no
38968,yes
38969,no
38970,no
38971,no
38972,no
38973,no
38974,no
38975,yes
38976,no
38977,no
38978,no
38979,no
38980,no
38981,no
38982,no
38983,no
38984,no
38985,no
38986,no
38987,no
38988,no
38989,no
38990,no
38991,no
38992,no
38993,no
38994,yes
38995,no
38996,no
38997,no
38998,no
38999,no
39000,no
39001,no
39002,no
39003,no
39004,no
39005,no
39006,no
39007,no
39008,no
39009,yes
39010,yes
39011,no
39012,no
39013,no
39014,no
39015,no
39016,no
39017,yes
39018,no
39019,no
39020,no
39021,no
39022,no
39023,no
39024,no
39025,yes
39026,no
39027,no
39028,no
39029,no
39030,no
39031,no
39032,no
39033,no
39034,no
39035,no
39036,no
39037,no
39038,no
39039,yes
39040,no
39041,no
39042,no
39043,no
39044,no
39045,no
39046,no
39047,no
39048,no
39049,no
39050,yes
39051,no
39052,no
39053,no
39054,yes
39055,no
39056,no
39057,no
39058,no
39059,no
39060,yes
39061,no
39062,no
39063,no
39064,no
39065,no
39066,no
39067,no
39068,no
39069,no
39070,no
39071,no
39072,no
39073,no
39074,no
39075,no
39076,no
39077,no
39078,no
39079,yes
39080,no
39081,no
39082,no
39083,no
39084,no
39085,no
39086,yes
39087,no
39088,no
39089,no
39090,no
39091,no
39092,no
39093,yes
39094,no
39095,no
39096,yes
39097,no
39098,yes
39099,yes
39100,no
39101,no
39102,no
39103,no
39104,yes
39105,no
39106,yes
39107,yes
39108,no
39109,no
39110,no
39111,no
39112,no
39113,no
39114,no
39115,no
39116,no
39117,no
39118,no
39119,no
39120,no
39121,no
39122,yes
39123,no
39124,no
39125,no
39126,no
39127,no
39128,no
39129,no
39130,no
39131,no
39132,no
39133,no
39134,no
39135,no
39136,yes
39137,no
39138,no
39139,no
39140,no
39141,no
39142,no
39143,no
39144,no
39145,no
39146,no
39147,no
39148,no
39149,no
39150,no
39151,no
39152,no
39153,no
39154,yes
39155,no
39156,no
39157,no
39158,no
39159,no
39160,no
39161,no
39162,no
39163,no
39164,no
39165,no
39166,no
39167,no
39168,no
39169,no
39170,no
39171,no
39172,yes
39173,no
39174,no
39175,no
39176,no
39177,no
39178,no
39179,no
39180,no
39181,no
39182,no
39183,no
39184,no
39185,no
39186,no
39187,no
39188,no
39189,no
39190,no
39191,no
39192,no
39193,no
39194,no
39195,no
39196,yes
39197,no
39198,no
39199,no
39200,no
39201,no
39202,no
39203,no
39204,no
39205,no
39206,no
39207,no
39208,no
39209,yes
39210,no
39211,no
39212,yes
39213,no
39214,yes
