,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome
41339,62,retired,married,secondary,no,13,no,no,telephone,36,1,-1,0,failure
41340,39,blue-collar,single,primary,no,24277,no,no,cellular,261,1,-1,0,failure
41341,32,technician,married,secondary,no,1026,no,no,cellular,94,3,-1,0,failure
41342,22,student,single,secondary,no,1564,no,no,cellular,36,2,-1,0,failure
41343,38,technician,single,tertiary,no,0,no,no,cellular,247,2,-1,0,failure
41344,55,admin.,divorced,secondary,no,1872,no,no,cellular,155,2,93,8,failure
41345,36,management,single,tertiary,no,490,no,no,cellular,207,8,98,1,failure
41346,76,retired,married,primary,no,2632,no,no,cellular,368,2,-1,0,failure
41347,34,blue-collar,married,secondary,no,0,yes,no,cellular,79,5,110,7,failure
41348,34,management,single,tertiary,no,747,no,no,cellular,72,2,98,1,failure
41349,33,technician,single,tertiary,no,2340,no,no,cellular,65,5,97,3,failure
41350,34,self-employed,married,tertiary,no,980,no,no,cellular,69,2,54,4,failure
41351,36,unemployed,single,tertiary,no,953,yes,no,cellular,102,2,101,3,failure
41352,73,retired,married,secondary,no,250,no,no,telephone,245,4,-1,0,failure
41353,27,student,single,tertiary,no,118,no,no,cellular,160,3,98,1,failure
41354,45,management,married,tertiary,no,4119,yes,yes,telephone,473,2,283,1,success
41355,63,retired,married,secondary,no,243,no,no,cellular,114,1,-1,0,failure
41356,49,self-employed,married,tertiary,no,99,yes,yes,cellular,83,1,-1,0,failure
41357,55,management,married,secondary,no,1504,yes,no,cellular,186,3,101,2,success
41358,41,management,married,tertiary,no,285,yes,no,cellular,90,4,147,4,failure
41359,55,management,married,tertiary,no,2960,yes,no,cellular,81,1,98,11,other
41360,52,blue-collar,married,secondary,no,2087,yes,no,cellular,267,1,474,1,failure
41361,34,services,single,secondary,no,15,no,no,cellular,104,1,-1,0,failure
41362,53,management,divorced,tertiary,no,6649,yes,no,cellular,106,1,55,1,failure
41363,49,management,single,tertiary,no,5689,no,no,cellular,470,1,97,3,failure
41364,38,blue-collar,married,secondary,no,748,yes,no,cellular,98,3,-1,0,failure
41365,25,technician,single,tertiary,no,1231,no,no,cellular,271,2,-1,0,failure
41366,37,unemployed,married,tertiary,no,7620,no,no,telephone,164,3,98,3,failure
41367,22,services,single,secondary,no,652,no,no,telephone,139,1,-1,0,failure
41368,30,blue-collar,married,primary,no,201,yes,no,cellular,219,1,157,12,failure
41369,36,technician,married,secondary,no,191,no,no,cellular,69,1,-1,0,failure
41370,34,blue-collar,single,secondary,no,869,no,no,cellular,89,1,-1,0,failure
41371,33,technician,single,secondary,no,1429,yes,no,cellular,268,8,-1,0,failure
41372,21,student,single,secondary,no,557,no,no,cellular,197,2,-1,0,failure
41373,23,student,single,secondary,no,922,no,no,cellular,81,5,99,3,other
41374,32,entrepreneur,single,tertiary,no,59649,no,no,cellular,69,2,-1,0,failure
41375,43,management,divorced,secondary,no,7702,no,no,cellular,108,7,102,3,success
41376,74,retired,married,primary,no,2894,no,no,telephone,97,5,204,2,other
41377,39,management,married,tertiary,no,119,yes,no,cellular,265,2,476,4,success
41378,35,management,married,tertiary,no,4,no,no,cellular,157,2,-1,0,failure
41379,62,retired,married,secondary,no,816,no,no,cellular,28,2,-1,0,failure
41380,43,unemployed,married,secondary,no,970,yes,no,telephone,513,13,288,11,failure
41381,26,management,single,tertiary,no,200,no,no,cellular,91,2,-1,0,failure
41382,48,management,divorced,tertiary,no,17964,yes,no,cellular,120,1,98,5,success
41383,63,retired,married,secondary,no,1849,no,no,cellular,109,2,-1,0,failure
41384,45,technician,married,secondary,no,886,yes,no,cellular,115,1,-1,0,failure
41385,63,entrepreneur,married,primary,no,2287,no,no,telephone,490,1,-1,0,failure
41386,37,entrepreneur,married,tertiary,no,310,no,no,cellular,76,1,-1,0,failure
41387,82,retired,married,primary,no,103,no,no,cellular,368,1,-1,0,failure
41388,24,technician,single,secondary,no,1298,no,no,cellular,86,1,-1,0,failure
41389,30,admin.,single,tertiary,no,4129,no,no,cellular,77,1,-1,0,failure
41390,36,management,married,tertiary,no,1113,no,no,cellular,212,1,-1,0,failure
41391,27,admin.,married,secondary,no,1596,no,no,cellular,82,1,-1,0,failure
41392,51,management,married,tertiary,no,2635,no,no,cellular,181,1,98,2,failure
41393,25,services,single,secondary,no,162,yes,no,cellular,531,2,-1,0,failure
41394,35,technician,single,secondary,no,183,no,no,cellular,516,2,130,2,failure
41395,48,technician,married,secondary,no,568,yes,no,cellular,378,2,386,1,success
41396,70,retired,married,secondary,no,2626,no,no,cellular,140,2,-1,0,failure
41397,63,retired,married,secondary,no,4752,no,no,cellular,233,2,-1,0,failure
41398,39,admin.,married,secondary,no,973,yes,no,cellular,172,4,-1,0,failure
41399,34,services,single,secondary,no,528,yes,no,cellular,121,3,100,5,other
41400,38,management,married,tertiary,no,1198,yes,no,cellular,91,3,213,1,failure
41401,44,admin.,married,secondary,no,764,yes,no,cellular,232,1,213,1,failure
41402,19,student,single,secondary,no,4,no,no,cellular,114,1,-1,0,failure
41403,32,management,married,tertiary,no,1270,no,no,cellular,420,1,15,3,success
41404,46,admin.,married,tertiary,no,2552,no,no,cellular,260,1,94,8,success
41405,71,retired,married,tertiary,no,653,no,no,telephone,471,1,189,1,success
41406,83,retired,divorced,primary,no,0,no,no,telephone,225,1,-1,0,failure
41407,44,technician,single,tertiary,no,2033,no,no,cellular,444,1,99,1,failure
41408,37,admin.,single,secondary,no,0,yes,yes,cellular,144,2,463,6,failure
41409,36,management,married,tertiary,no,86,yes,no,cellular,104,1,380,3,failure
41410,31,self-employed,single,tertiary,no,3343,no,no,cellular,365,1,94,1,success
41411,32,admin.,married,secondary,no,995,no,no,cellular,331,1,99,2,other
41412,51,management,married,tertiary,no,994,no,no,cellular,268,1,98,3,failure
41413,72,management,married,secondary,no,6199,no,no,cellular,531,1,-1,0,failure
41414,27,admin.,single,tertiary,no,313,no,yes,cellular,167,1,93,3,success
41415,45,housemaid,married,tertiary,no,40,yes,no,cellular,81,1,213,1,failure
41416,40,unemployed,single,tertiary,no,7968,no,no,cellular,733,1,93,1,success
41417,30,admin.,divorced,secondary,no,419,no,no,cellular,72,2,-1,0,failure
41418,62,management,married,tertiary,no,0,no,no,cellular,299,1,-1,0,failure
41419,55,management,married,tertiary,no,0,yes,yes,cellular,187,2,-1,0,failure
41420,69,retired,divorced,secondary,no,6850,no,no,telephone,2055,1,-1,0,failure
41421,46,management,married,tertiary,no,1950,no,no,cellular,56,2,-1,0,failure
41422,30,admin.,single,secondary,no,0,no,no,cellular,316,3,-1,0,failure
41423,73,retired,single,secondary,no,1050,no,no,cellular,73,2,-1,0,failure
41424,47,management,married,tertiary,no,0,yes,no,cellular,65,3,-1,0,failure
41425,55,management,married,primary,no,2587,no,no,cellular,328,2,94,2,success
41426,35,technician,married,secondary,no,2789,yes,no,cellular,256,2,94,1,failure
41427,60,retired,married,secondary,no,5267,no,no,cellular,520,1,-1,0,failure
41428,57,management,divorced,tertiary,no,6468,yes,no,cellular,730,1,157,4,failure
41429,30,management,single,tertiary,no,1675,no,no,cellular,181,1,-1,0,failure
41430,52,technician,married,secondary,no,1423,no,no,telephone,384,1,91,1,other
41431,37,unemployed,married,secondary,no,4565,no,no,cellular,369,1,-1,0,failure
41432,69,retired,married,secondary,no,148,no,no,telephone,101,1,-1,0,failure
41433,24,student,single,secondary,no,154,no,no,cellular,205,2,-1,0,failure
41434,43,management,married,tertiary,no,13450,yes,no,cellular,128,1,-1,0,failure
41435,26,management,single,tertiary,no,9447,no,no,cellular,113,1,100,2,other
41436,59,admin.,single,secondary,no,4744,no,no,cellular,879,1,-1,0,failure
41437,31,technician,single,tertiary,no,882,no,no,cellular,293,1,93,1,success
41438,26,technician,single,secondary,no,1231,yes,no,cellular,230,1,93,7,success
41439,73,retired,married,secondary,no,3443,no,no,telephone,770,3,-1,0,failure
41440,30,admin.,single,secondary,no,2568,no,no,cellular,563,1,100,4,other
41441,62,housemaid,married,secondary,no,565,no,no,cellular,123,3,-1,0,failure
41442,51,housemaid,married,primary,no,339,no,no,cellular,313,1,-1,0,failure
41443,33,student,single,secondary,no,5969,no,no,cellular,156,2,127,8,failure
41444,35,management,single,tertiary,no,80,no,no,cellular,434,2,94,1,other
41445,32,management,married,tertiary,no,2667,yes,no,cellular,171,2,186,2,failure
41446,19,student,single,secondary,no,527,no,no,cellular,154,3,-1,0,failure
41447,65,housemaid,married,primary,no,2179,yes,no,cellular,112,7,-1,0,failure
41448,74,retired,married,primary,no,0,no,no,telephone,113,1,-1,0,failure
41449,38,blue-collar,married,primary,no,3195,no,no,cellular,244,2,-1,0,failure
41450,48,management,married,primary,no,606,no,no,cellular,589,3,186,6,failure
41451,64,retired,married,tertiary,no,1644,no,no,telephone,569,4,-1,0,failure
41452,36,technician,married,tertiary,no,1354,no,no,cellular,281,3,97,2,success
41453,55,admin.,married,secondary,no,602,no,no,cellular,350,1,98,5,success
41454,72,retired,married,secondary,no,6253,no,no,telephone,456,1,-1,0,failure
41455,63,retired,married,tertiary,no,1795,no,no,cellular,219,1,-1,0,failure
41456,35,management,single,tertiary,no,7918,no,no,cellular,497,1,-1,0,failure
41457,62,blue-collar,married,secondary,no,367,no,no,telephone,221,1,189,5,failure
41458,33,technician,married,secondary,no,2147,no,no,cellular,669,1,94,1,other
41459,57,retired,married,tertiary,no,4451,no,yes,cellular,133,3,-1,0,failure
41460,42,management,single,tertiary,no,0,no,no,cellular,99,1,-1,0,failure
41461,64,blue-collar,married,secondary,no,2280,no,no,telephone,289,1,-1,0,failure
41462,33,management,married,tertiary,no,1390,no,no,cellular,92,1,84,4,failure
41463,24,admin.,single,tertiary,no,0,yes,no,cellular,89,1,103,2,success
41464,41,management,single,tertiary,no,6116,no,no,cellular,97,1,-1,0,failure
41465,52,technician,married,secondary,no,0,yes,no,cellular,211,1,294,1,failure
41466,53,housemaid,married,secondary,no,1182,yes,no,cellular,82,1,293,1,failure
41467,25,management,single,tertiary,no,490,no,no,cellular,394,1,-1,0,failure
41468,34,management,single,tertiary,no,268,no,no,cellular,587,1,-1,0,failure
41469,78,retired,married,primary,no,301,no,no,cellular,537,2,-1,0,failure
41470,86,retired,divorced,secondary,no,157,no,no,telephone,147,1,-1,0,failure
41471,27,entrepreneur,married,tertiary,no,1991,no,yes,cellular,510,1,-1,0,failure
41472,36,services,married,secondary,no,52,yes,no,cellular,351,1,95,6,success
41473,31,management,single,tertiary,no,924,no,no,cellular,231,1,94,3,success
41474,25,management,single,tertiary,no,89,no,no,cellular,274,1,-1,0,failure
41475,45,management,single,tertiary,no,1411,no,no,cellular,800,2,102,3,failure
41476,35,self-employed,single,tertiary,no,44,no,no,cellular,310,2,96,2,other
41477,24,unemployed,single,secondary,no,2696,no,no,cellular,107,2,-1,0,failure
41478,59,management,married,tertiary,no,315,no,no,cellular,98,2,-1,0,failure
41479,26,admin.,single,secondary,no,3529,no,yes,cellular,57,2,-1,0,failure
41480,57,management,married,primary,no,772,yes,no,telephone,201,1,292,1,failure
41481,47,retired,single,primary,no,3033,no,no,cellular,293,1,-1,0,failure
41482,50,admin.,married,tertiary,no,6574,no,no,cellular,495,1,92,3,success
41483,31,management,married,tertiary,no,155,yes,no,cellular,214,1,99,1,failure
41484,70,retired,divorced,secondary,no,0,no,no,cellular,206,1,-1,0,failure
41485,22,student,single,secondary,no,2281,no,no,cellular,221,1,-1,0,failure
41486,43,blue-collar,married,secondary,no,2160,no,no,cellular,261,1,98,1,success
41487,18,student,single,secondary,no,108,no,no,cellular,169,1,-1,0,failure
41488,34,management,married,tertiary,no,1022,yes,no,cellular,219,1,-1,0,failure
41489,33,self-employed,married,secondary,no,409,no,no,cellular,165,1,97,4,success
41490,24,technician,single,secondary,no,726,no,no,cellular,445,2,-1,0,failure
41491,56,retired,married,secondary,no,230,no,no,cellular,167,1,92,2,failure
41492,25,admin.,single,secondary,no,1871,no,no,cellular,260,1,96,1,success
41493,26,management,single,tertiary,no,1094,yes,no,cellular,137,1,-1,0,failure
41494,32,management,single,tertiary,no,2915,no,no,cellular,519,1,131,2,failure
41495,28,management,single,secondary,no,1633,no,no,cellular,233,1,95,1,success
41496,31,management,single,tertiary,no,0,yes,no,cellular,76,1,-1,0,failure
41497,25,student,single,secondary,no,480,no,no,cellular,140,1,-1,0,failure
41498,39,technician,married,secondary,no,1587,yes,no,cellular,108,2,98,3,success
41499,58,management,married,tertiary,no,1227,no,no,cellular,400,2,95,1,success
41500,19,student,single,secondary,no,88,no,no,cellular,191,1,-1,0,failure
41501,37,blue-collar,married,secondary,no,4321,no,no,cellular,421,2,95,1,success
41502,42,management,married,tertiary,no,1205,no,no,telephone,376,2,-1,0,failure
41503,30,blue-collar,single,secondary,no,161,no,yes,telephone,298,3,-1,0,failure
41504,57,admin.,divorced,secondary,no,0,no,no,cellular,121,2,-1,0,failure
41505,76,retired,divorced,primary,no,802,no,no,cellular,475,5,-1,0,failure
41506,79,retired,married,secondary,no,723,no,no,telephone,276,1,79,3,failure
41507,40,admin.,married,secondary,no,732,no,no,cellular,71,1,139,4,success
41508,70,retired,married,primary,no,6538,no,no,cellular,394,1,-1,0,failure
41509,35,management,married,tertiary,no,2161,no,no,cellular,569,3,-1,0,failure
41510,30,management,single,tertiary,no,147,no,no,cellular,234,1,100,1,failure
41511,60,retired,married,secondary,no,0,no,no,cellular,408,1,-1,0,failure
41512,50,blue-collar,married,primary,no,3764,no,no,telephone,214,2,99,4,failure
41513,35,technician,married,secondary,no,114,yes,yes,cellular,105,3,97,4,failure
41514,51,unemployed,married,secondary,no,1416,no,no,cellular,345,1,-1,0,failure
41515,71,retired,married,tertiary,no,14220,yes,no,cellular,397,1,-1,0,failure
41516,81,retired,divorced,primary,no,519,no,no,telephone,488,1,-1,0,failure
41517,30,services,married,secondary,no,208,no,no,cellular,324,1,-1,0,failure
41518,31,management,single,tertiary,no,12569,no,no,cellular,344,1,295,1,failure
41519,67,retired,married,secondary,no,714,no,no,cellular,372,1,-1,0,failure
41520,69,retired,married,secondary,no,745,no,no,telephone,595,1,-1,0,failure
41521,45,admin.,married,secondary,no,129,yes,no,cellular,307,2,191,1,failure
41522,77,retired,single,primary,no,300,no,no,cellular,511,1,-1,0,failure
41523,62,retired,married,secondary,no,495,no,yes,telephone,494,2,-1,0,failure
41524,82,blue-collar,divorced,secondary,no,0,no,no,telephone,277,5,-1,0,failure
41525,32,admin.,single,secondary,no,555,yes,no,cellular,344,1,-1,0,failure
41526,70,retired,single,primary,no,0,no,no,telephone,145,1,-1,0,failure
41527,32,self-employed,married,tertiary,no,1676,yes,no,cellular,223,2,-1,0,failure
41528,34,management,married,tertiary,no,158,no,no,cellular,278,2,132,4,failure
41529,28,admin.,single,secondary,no,261,yes,yes,cellular,259,2,98,4,success
41530,67,self-employed,married,tertiary,no,1979,no,no,cellular,105,2,-1,0,failure
41531,45,management,married,tertiary,no,786,no,no,cellular,84,3,-1,0,failure
41532,32,blue-collar,married,secondary,no,889,yes,no,cellular,185,1,99,5,success
41533,32,management,single,tertiary,no,1954,yes,yes,cellular,107,1,-1,0,failure
41534,62,retired,married,primary,no,383,no,no,cellular,276,1,-1,0,failure
41535,38,management,married,tertiary,no,1,no,no,cellular,342,2,-1,0,failure
41536,53,entrepreneur,married,primary,no,27,yes,no,telephone,230,3,-1,0,failure
41537,26,student,single,tertiary,no,13887,no,no,cellular,199,4,-1,0,failure
41538,61,retired,married,primary,no,1742,no,no,cellular,90,4,-1,0,failure
41539,60,admin.,married,secondary,no,478,no,no,cellular,324,8,-1,0,failure
41540,23,student,single,primary,no,1235,no,no,cellular,122,2,91,3,failure
41541,67,retired,married,primary,no,708,no,no,cellular,96,2,-1,0,failure
41542,38,blue-collar,single,tertiary,no,0,no,no,cellular,260,3,95,3,success
41543,72,retired,married,secondary,no,17739,no,no,cellular,135,4,-1,0,failure
41544,30,management,single,tertiary,no,440,yes,no,cellular,129,2,-1,0,failure
41545,58,housemaid,married,primary,no,4605,no,no,cellular,339,1,38,1,failure
41546,27,student,single,tertiary,no,-148,yes,no,cellular,146,3,224,1,other
41547,56,admin.,single,secondary,no,2815,yes,no,cellular,212,1,-1,0,failure
41548,61,retired,married,secondary,no,5207,no,no,cellular,336,1,81,2,other
41549,42,technician,married,secondary,no,3082,no,no,cellular,285,1,-1,0,failure
41550,36,management,married,tertiary,no,495,no,no,cellular,91,1,37,5,success
41551,20,student,single,secondary,no,479,no,no,cellular,158,2,-1,0,failure
41552,47,technician,married,secondary,no,1233,yes,no,secondary,91,1,100,2,other
41553,63,retired,married,secondary,no,2747,no,no,cellular,113,1,80,1,failure
41554,73,retired,married,secondary,no,739,no,no,cellular,210,1,-1,0,failure
41555,46,blue-collar,married,secondary,no,640,yes,no,cellular,108,2,129,2,failure
41556,32,management,single,tertiary,no,2,yes,no,cellular,100,2,-1,0,failure
41557,73,retired,married,tertiary,no,1843,no,no,cellular,106,2,-1,0,failure
41558,49,entrepreneur,divorced,tertiary,no,315,no,no,cellular,240,1,-1,0,failure
41559,28,blue-collar,single,secondary,no,322,no,no,telephone,240,2,95,3,other
41560,46,management,married,tertiary,no,7331,no,no,cellular,658,4,95,2,other
41561,74,retired,married,primary,no,1765,no,no,telephone,290,2,-1,0,failure
41562,71,retired,divorced,tertiary,yes,1236,yes,no,cellular,335,4,-1,0,failure
41563,37,management,married,tertiary,no,0,no,no,cellular,155,1,-1,0,failure
41564,31,self-employed,single,tertiary,no,275,no,no,cellular,99,3,-1,0,failure
41565,28,management,married,secondary,no,3,yes,no,cellular,112,2,24,2,other
41566,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,185,2,-1,0,failure
41567,20,student,single,secondary,no,29,no,no,cellular,85,2,-1,0,failure
41568,28,management,single,tertiary,no,2380,no,no,cellular,394,2,-1,0,failure
41569,73,retired,married,primary,no,934,no,no,cellular,961,5,-1,0,failure
41570,37,management,married,tertiary,no,99,no,no,cellular,161,1,-1,0,failure
41571,47,technician,divorced,secondary,no,1013,no,no,cellular,170,1,92,3,failure
41572,49,technician,divorced,tertiary,no,596,yes,no,telephone,722,1,-1,0,failure
41573,48,management,married,tertiary,no,2351,no,no,cellular,150,1,105,3,success
41574,46,management,married,tertiary,no,273,yes,no,cellular,1962,1,105,3,failure
41575,40,admin.,married,secondary,no,4775,no,no,cellular,215,1,-1,0,failure
41576,57,blue-collar,married,primary,no,3109,no,no,cellular,107,2,105,2,success
41577,50,housemaid,married,secondary,no,388,no,no,cellular,173,2,99,4,failure
41578,34,blue-collar,married,secondary,no,262,no,no,cellular,89,2,106,1,success
41579,56,services,married,secondary,no,654,no,no,cellular,875,1,-1,0,failure
41580,31,student,single,tertiary,no,64,no,no,cellular,208,1,105,2,success
41581,32,technician,single,tertiary,no,1855,no,no,cellular,126,2,134,1,other
41582,50,management,divorced,tertiary,no,810,no,no,cellular,91,1,103,3,success
41583,54,unemployed,divorced,secondary,no,1664,no,no,cellular,106,1,105,3,success
41584,48,management,married,tertiary,no,2,no,no,cellular,103,1,91,2,failure
41585,26,management,single,tertiary,no,362,no,no,cellular,925,1,104,2,success
41586,33,management,married,tertiary,no,1323,no,no,cellular,109,2,106,1,success
41587,50,management,married,tertiary,no,1612,no,no,cellular,188,1,92,4,success
41588,40,technician,married,tertiary,no,1293,no,no,cellular,1702,3,105,2,success
41589,31,management,single,tertiary,no,3384,no,no,cellular,153,1,104,2,success
41590,29,management,single,secondary,no,345,no,no,cellular,106,1,-1,0,failure
41591,29,management,single,tertiary,no,874,yes,no,cellular,152,1,103,1,success
41592,40,technician,married,secondary,no,1819,no,no,cellular,169,1,103,2,failure
41593,28,technician,single,tertiary,no,865,no,no,cellular,177,1,-1,0,failure
41594,76,retired,married,secondary,no,242,no,no,telephone,994,3,-1,0,failure
41595,52,housemaid,married,primary,no,10943,no,no,cellular,292,1,-1,0,failure
41596,38,technician,married,secondary,no,4539,no,no,cellular,387,1,-1,0,failure
41597,34,management,single,tertiary,no,417,yes,no,cellular,99,2,135,3,failure
41598,23,student,single,secondary,no,780,no,no,cellular,267,1,-1,0,failure
41599,71,retired,married,primary,no,4847,no,no,cellular,657,2,-1,0,failure
41600,71,retired,married,primary,no,0,no,no,cellular,246,3,-1,0,failure
41601,35,management,single,tertiary,no,805,no,no,cellular,613,1,-1,0,failure
41602,25,management,single,tertiary,no,553,yes,no,cellular,113,4,479,1,failure
41603,46,management,married,tertiary,no,2817,no,no,cellular,543,1,-1,0,failure
41604,41,student,single,secondary,no,595,yes,no,secondary,22,1,107,2,success
41605,26,management,single,tertiary,no,1646,no,no,cellular,890,5,-1,0,failure
41606,25,management,single,tertiary,no,808,no,no,cellular,267,2,114,2,failure
41607,28,admin.,single,secondary,no,762,no,no,cellular,115,3,-1,0,failure
41608,70,retired,married,tertiary,no,44,no,no,cellular,1104,2,88,2,other
41609,59,technician,married,tertiary,no,883,no,no,cellular,1551,1,31,3,failure
41610,83,retired,married,primary,no,425,no,no,telephone,773,1,92,2,success
41611,43,management,divorced,tertiary,no,2367,no,no,cellular,83,1,113,3,success
41612,46,management,single,secondary,no,5993,no,no,cellular,159,1,112,1,failure
41613,45,blue-collar,married,secondary,no,10252,no,no,cellular,173,1,141,2,success
41614,37,admin.,single,tertiary,no,1000,yes,no,cellular,239,1,99,2,success
41615,71,retired,divorced,secondary,no,4380,no,no,cellular,369,1,-1,0,failure
41616,65,management,divorced,tertiary,no,2756,no,no,cellular,1353,2,-1,0,failure
41617,27,management,single,tertiary,no,20585,no,no,cellular,299,1,100,1,success
41618,44,technician,married,secondary,no,5102,no,no,cellular,205,1,-1,0,failure
41619,19,student,single,secondary,no,179,no,no,cellular,62,3,-1,0,failure
41620,32,management,divorced,tertiary,no,530,yes,no,cellular,91,1,114,2,failure
41621,47,admin.,married,secondary,no,2601,no,no,cellular,261,1,-1,0,failure
41622,37,management,married,tertiary,no,539,no,no,cellular,168,2,45,1,failure
41623,39,admin.,married,secondary,no,150,no,no,cellular,55,1,46,7,other
41624,44,management,married,tertiary,no,1036,no,no,cellular,491,1,-1,0,failure
41625,80,retired,married,primary,no,2954,no,no,cellular,144,1,-1,0,failure
41626,52,admin.,married,secondary,no,118,no,no,cellular,105,1,-1,0,failure
41627,42,management,divorced,tertiary,no,238,no,no,cellular,692,1,-1,0,failure
41628,43,self-employed,married,secondary,no,0,no,no,cellular,399,2,-1,0,failure
41629,49,self-employed,married,tertiary,no,1791,no,no,cellular,139,1,-1,0,failure
41630,79,retired,married,secondary,no,909,no,no,cellular,114,1,95,1,other
41631,65,retired,married,secondary,no,1176,no,no,cellular,64,1,50,2,failure
41632,61,unemployed,married,primary,no,1,no,no,cellular,85,1,-1,0,failure
41633,34,admin.,married,tertiary,no,2552,yes,yes,cellular,74,1,-1,0,failure
41634,36,technician,married,tertiary,no,1179,yes,no,cellular,79,1,-1,0,failure
41635,77,retired,divorced,secondary,no,0,no,no,cellular,210,1,-1,0,failure
41636,23,technician,single,secondary,no,4545,no,no,cellular,242,1,114,1,failure
41637,20,student,single,secondary,no,1191,no,no,cellular,500,2,228,1,failure
41638,61,management,married,tertiary,no,3371,no,no,cellular,299,2,-1,0,failure
41639,28,student,single,tertiary,no,0,no,no,cellular,294,2,105,7,other
41640,55,technician,divorced,secondary,no,929,no,yes,telephone,80,3,-1,0,failure
41641,57,management,married,tertiary,no,10583,no,no,cellular,341,3,98,3,success
41642,29,admin.,single,tertiary,no,14,no,no,cellular,87,1,120,1,failure
41643,34,management,married,tertiary,no,16,yes,no,telephone,316,1,119,1,other
41644,50,technician,divorced,secondary,no,0,no,no,cellular,159,1,120,2,failure
41645,36,admin.,married,tertiary,no,1145,yes,no,cellular,75,1,239,2,failure
41646,25,student,single,tertiary,no,5,no,no,cellular,138,1,-1,0,failure
41647,41,technician,married,secondary,no,2152,no,no,cellular,134,1,121,1,other
41648,40,blue-collar,married,secondary,no,1451,no,no,cellular,117,1,121,1,success
41649,74,retired,married,primary,no,4286,no,no,cellular,195,1,-1,0,failure
41650,57,management,married,secondary,no,0,no,no,cellular,585,1,-1,0,failure
41651,38,technician,single,secondary,no,1711,no,no,telephone,234,1,-1,0,failure
41652,45,housemaid,married,secondary,no,4068,no,no,cellular,314,1,41,1,success
41653,53,admin.,married,secondary,no,109,no,no,telephone,431,1,120,1,success
41654,84,entrepreneur,married,secondary,no,0,no,no,telephone,992,2,-1,0,failure
41655,35,management,married,tertiary,no,611,no,no,cellular,305,2,121,1,success
41656,35,management,married,tertiary,no,2088,yes,no,cellular,86,1,50,4,failure
41657,56,housemaid,divorced,secondary,no,1866,no,yes,cellular,760,1,-1,0,failure
41658,26,student,single,secondary,no,132,no,no,cellular,194,1,119,1,success
41659,41,management,divorced,tertiary,no,3426,no,no,cellular,302,1,119,5,success
41660,35,technician,divorced,secondary,no,2047,yes,no,cellular,66,1,-1,0,failure
41661,39,management,married,tertiary,no,24,no,no,cellular,199,1,-1,0,failure
41662,36,unemployed,married,tertiary,no,39385,no,no,cellular,120,1,-1,0,failure
41663,95,retired,married,secondary,no,0,no,no,telephone,215,1,-1,0,failure
41664,36,technician,married,tertiary,no,202,no,no,cellular,237,1,122,2,failure
41665,48,management,married,tertiary,no,3842,no,no,cellular,168,1,122,2,success
41666,63,housemaid,married,primary,no,333,no,no,telephone,321,1,-1,0,failure
41667,54,management,single,tertiary,no,2081,no,no,cellular,395,2,108,1,failure
41668,34,housemaid,single,secondary,no,1363,no,no,telephone,258,1,93,1,failure
41669,41,admin.,married,secondary,no,158,yes,no,cellular,250,2,120,4,other
41670,61,management,married,tertiary,no,1224,no,no,cellular,99,1,-1,0,failure
41671,31,technician,single,secondary,no,2460,no,no,cellular,477,1,-1,0,failure
41672,59,management,married,tertiary,no,4152,yes,no,cellular,67,6,141,13,failure
41673,25,management,single,tertiary,no,2140,no,no,cellular,81,1,-1,0,failure
41674,37,technician,married,secondary,no,189,no,no,cellular,238,1,107,2,success
41675,47,management,married,tertiary,no,288,no,no,cellular,101,1,-1,0,failure
41676,70,retired,married,tertiary,no,15834,no,no,telephone,90,1,-1,0,failure
41677,44,blue-collar,married,secondary,no,1495,yes,no,cellular,82,1,142,1,failure
41678,37,management,single,tertiary,no,1027,yes,no,cellular,137,1,119,1,failure
41679,26,student,single,secondary,no,6036,no,no,cellular,152,1,-1,0,failure
41680,30,admin.,single,tertiary,no,613,no,no,cellular,214,1,-1,0,failure
41681,28,management,single,tertiary,no,6784,no,no,cellular,502,1,115,3,other
41682,54,management,married,tertiary,no,1464,no,no,cellular,194,2,94,1,success
41683,54,management,married,tertiary,no,8295,no,no,cellular,849,2,119,1,success
41684,50,blue-collar,married,primary,no,383,no,no,telephone,382,2,-1,0,failure
41685,39,admin.,married,secondary,no,26233,no,no,cellular,462,1,-1,0,failure
41686,36,management,married,tertiary,no,22,no,no,cellular,91,2,-1,0,failure
41687,26,management,single,tertiary,no,170,no,no,cellular,160,2,109,1,success
41688,24,student,single,secondary,no,4126,no,no,cellular,83,5,191,2,success
41689,36,admin.,married,secondary,no,11,yes,no,cellular,121,3,-1,0,failure
41690,61,retired,married,secondary,no,2917,no,no,cellular,215,1,-1,0,failure
41691,34,entrepreneur,single,secondary,no,318,yes,no,cellular,88,1,169,3,failure
41692,34,technician,married,tertiary,no,0,no,no,cellular,89,1,133,1,failure
41693,60,retired,married,primary,no,71188,no,no,cellular,205,1,-1,0,failure
41694,57,retired,married,secondary,no,415,no,no,cellular,408,1,410,2,failure
41695,30,technician,single,secondary,no,158,no,no,cellular,144,1,-1,0,failure
41696,60,retired,married,primary,no,1588,no,no,cellular,728,1,-1,0,failure
41697,26,admin.,single,secondary,no,125,no,no,cellular,63,1,63,7,failure
41698,24,management,single,tertiary,no,0,no,no,cellular,526,1,-1,0,failure
